Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP,Player-additional
193,Tobias Harris,PF,31,PHI,51,1722,16.7,.590,.253,.250,3.4,16.5,9.9,14.3,1.5,1.5,8.7,20.3,,2.6,1.8,4.5,.125,,1.1,-0.2,0.9,1.3,harrito02
194,Shaquille Harrison,SG,30,MEM,3,6,15.7,.500,.000,.000,0.0,38.0,18.3,0.0,0.0,15.4,0.0,14.4,,0.0,0.0,0.0,.089,,-0.7,5.4,4.6,0.0,harrish01
195,Josh Hart,SF,28,NYK,56,1699,10.7,.524,.417,.150,4.8,21.7,13.2,14.1,1.3,0.8,14.7,12.8,,0.9,2.1,3.0,.086,,-1.8,1.2,-0.6,0.6,hartjo01
196,Isaiah Hartenstein,C,25,NYK,52,1315,17.3,.654,.013,.444,15.0,22.7,18.8,10.6,2.2,4.0,18.0,11.0,,2.7,2.4,5.1,.186,,-0.1,2.3,2.2,1.4,harteis01
197,Sam Hauser,SF,26,BOS,56,1187,11.9,.639,.861,.049,3.3,12.8,8.3,5.8,0.9,1.0,6.9,13.8,,1.7,1.4,3.1,.127,,0.8,0.0,0.8,0.9,hausesa01
198,Jordan Hawkins,SG,21,NOP,51,1024,10.8,.548,.658,.183,2.9,11.5,7.3,8.4,0.8,0.5,7.7,20.1,,0.5,0.9,1.4,.064,,-0.8,-1.7,-2.5,-0.1,hawkijo01
199,Jaxson Hayes,C,23,LAL,48,539,13.5,.689,.064,.427,8.4,14.8,11.7,5.4,2.1,3.1,14.4,12.2,,0.8,0.7,1.5,.130,,-3.3,1.2,-2.0,0.0,hayesja02
200,Killian Hayes,PG,22,DET,42,1008,10.4,.474,.261,.177,1.2,12.3,6.6,26.7,1.7,1.6,14.3,14.9,,0.0,0.5,0.6,.026,,-2.9,0.2,-2.7,-0.2,hayeski01
201,Gordon Hayward,SF,33,TOT,28,838,13.7,.535,.197,.269,3.6,14.2,8.7,21.1,1.6,1.3,13.1,20.6,,0.2,0.5,0.7,.040,,-1.5,-0.7,-2.2,0.0,haywago01
201,Gordon Hayward,SF,33,CHO,25,798,14.0,.544,.205,.273,3.3,13.4,8.2,21.7,1.7,1.4,13.3,20.9,,0.2,0.5,0.7,.043,,-1.3,-0.6,-1.9,0.0,haywago01
201,Gordon Hayward,SF,33,OKC,3,40,5.9,.311,.000,.167,8.8,29.3,19.5,8.8,0.0,0.0,7.2,15.1,,-0.1,0.1,0.0,-0.022,,-5.9,-2.6,-8.5,-0.1,haywago01
202,Scoot Henderson,PG,19,POR,43,1160,8.9,.484,.332,.292,3.5,9.2,6.2,27.0,1.0,0.8,18.2,25.6,,-1.7,0.5,-1.2,-0.049,,-3.9,-2.5,-6.4,-1.3,hendesc01
203,Taylor Hendricks,PF,20,UTA,19,302,9.5,.521,.609,.098,7.7,14.3,11.0,3.9,1.7,2.9,13.5,15.2,,-0.1,0.2,0.2,.026,,-3.3,-1.3,-4.5,-0.2,hendrita01
204,Tyler Herro,SG,24,MIA,36,1209,15.2,.549,.452,.122,1.7,16.4,8.9,22.1,1.2,0.2,10.1,27.8,,0.0,1.4,1.4,.055,,1.3,-0.8,0.5,0.8,herroty01
205,Buddy Hield,SF-SG,31,TOT,59,1584,13.2,.590,.680,.060,2.7,11.1,6.9,14.7,1.5,1.6,11.1,18.9,,1.4,0.9,2.3,.070,,1.1,-0.7,0.4,1.0,hieldbu01
205,Buddy Hield,SF,31,IND,52,1336,12.9,.586,.691,.064,2.9,11.5,7.2,12.9,1.5,1.8,10.4,18.5,,1.1,0.7,1.8,.065,,1.0,-0.8,0.2,0.7,hieldbu01
205,Buddy Hield,SG,31,PHI,7,248,14.6,.612,.627,.039,1.8,9.4,5.6,24.2,1.6,0.4,14.1,20.8,,0.3,0.2,0.5,.100,,2.0,-0.4,1.6,0.2,hieldbu01
206,Haywood Highsmith,PF,27,MIA,41,867,9.7,.557,.593,.127,4.5,10.8,7.6,6.8,2.2,2.4,10.4,12.3,,0.3,1.2,1.6,.086,,-2.7,1.4,-1.3,0.2,highsha01
207,Nate Hinton,SG,24,HOU,11,58,19.1,.698,.550,.250,5.5,16.6,11.1,15.2,1.7,3.2,8.3,17.8,,0.2,0.1,0.3,.227,,3.3,2.1,5.4,0.1,hintona01
208,D'Moi Hodge,SG,25,LAL,7,41,6.1,.441,.800,.133,0.0,0.0,0.0,15.7,1.2,2.1,5.9,17.8,,0.0,0.0,0.0,-0.023,,-3.9,-2.6,-6.5,0.0,hodgedm01
209,Aaron Holiday,PG,27,HOU,54,942,11.4,.596,.538,.151,1.7,9.2,5.5,15.2,1.5,0.4,12.1,16.4,,0.8,1.0,1.8,.094,,-1.7,0.5,-1.2,0.2,holidaa01
210,Jrue Holiday,PG,33,BOS,52,1729,14.3,.593,.449,.126,4.4,13.5,9.2,19.3,1.2,1.9,14.4,16.7,,2.4,2.3,4.7,.131,,0.9,1.0,1.8,1.7,holidjr01
211,Justin Holiday,SG,34,DEN,35,498,8.8,.588,.704,.037,1.4,7.9,4.7,8.4,2.2,0.5,6.8,10.3,,0.4,0.5,0.9,.091,,-3.4,1.0,-2.4,0.0,holidju01
212,Richaun Holmes,C-PF,30,TOT,27,279,14.2,.590,.000,.320,13.6,21.3,17.4,7.7,0.7,3.1,14.1,15.2,,0.4,0.3,0.6,.110,,-2.2,-0.4,-2.7,0.0,holmeri01
212,Richaun Holmes,C,30,DAL,23,237,13.8,.572,.000,.356,15.2,20.9,18.0,8.4,0.6,3.3,15.0,14.4,,0.3,0.2,0.6,.113,,-2.3,-0.7,-3.0,-0.1,holmeri01
212,Richaun Holmes,PF,30,WAS,4,42,16.2,.664,.000,.188,4.9,23.4,13.9,3.6,1.1,1.9,10.4,19.2,,0.1,0.0,0.1,.095,,-1.8,0.9,-0.9,0.0,holmeri01
213,Chet Holmgren,C,21,OKC,57,1713,21.0,.644,.366,.264,6.2,21.6,14.2,12.6,1.1,8.1,11.3,21.6,,3.4,3.1,6.6,.184,,2.3,2.0,4.3,2.7,holmgch01
214,Jalen Hood-Schifino,SG,20,LAL,19,103,-0.5,.337,.317,.439,2.3,10.3,6.5,9.7,1.4,1.7,15.5,24.3,,-0.5,0.1,-0.4,-0.201,,-11.8,-3.1,-14.9,-0.3,hoodsja01
215,Al Horford,C,37,BOS,47,1273,14.1,.628,.635,.070,5.4,20.2,13.2,12.8,1.0,3.3,10.4,11.1,,2.3,2.1,4.3,.163,,1.2,2.3,3.5,1.8,horfoal01
216,Talen Horton-Tucker,PG,23,UTA,36,726,13.7,.512,.375,.236,2.6,10.6,6.6,27.9,2.3,1.3,12.9,23.9,,0.3,0.5,0.8,.051,,-0.7,-0.1,-0.7,0.2,hortota01
217,Danuel House Jr.,SF,30,PHI,34,509,8.4,.575,.476,.438,3.4,9.2,6.3,7.0,1.4,0.9,13.2,12.1,,0.3,0.4,0.7,.063,,-3.4,-0.6,-4.0,-0.3,houseda01
218,Caleb Houstan,SF,21,ORL,41,617,8.4,.585,.933,.135,4.1,8.2,6.1,5.3,0.8,0.1,7.5,13.1,,0.5,0.5,1.1,.082,,-1.2,-1.0,-2.2,-0.1,houstca01
219,Jett Howard,SF,20,ORL,13,49,7.8,.484,.773,.182,2.3,9.6,5.9,9.0,0.0,1.9,7.8,22.7,,0.0,0.0,0.0,-0.005,,-1.4,-2.4,-3.7,0.0,howarje01
220,Kevin Huerter,SG,25,SAC,54,1354,13.3,.586,.615,.088,2.6,14.0,8.2,14.1,1.3,1.4,7.6,17.4,,1.7,1.1,2.8,.098,,0.3,-0.4,-0.1,0.7,huertke01
221,Jay Huff,C,25,DEN,11,30,12.4,.643,.700,.200,3.8,21.8,13.0,4.5,1.7,0.0,8.4,17.2,,0.0,0.0,0.1,.137,,-3.1,-0.8,-3.9,0.0,huffja01
222,De'Andre Hunter,SF,26,ATL,33,935,13.7,.624,.440,.324,2.3,13.2,7.5,6.7,1.3,1.0,10.5,19.7,,1.3,0.3,1.6,.083,,-0.4,-1.1,-1.5,0.1,huntede01
223,Matthew Hurt,PF,23,MEM,3,56,8.0,.440,.556,.167,7.6,4.1,5.9,7.7,0.0,1.7,0.0,14.9,,0.0,0.0,0.0,.030,,-1.9,-1.7,-3.5,0.0,hurtma01
224,Bones Hyland,PG,23,LAC,19,251,7.2,.471,.533,.100,1.4,6.1,3.8,18.4,2.0,0.4,15.5,25.7,,-0.5,0.2,-0.3,-0.054,,-5.0,-1.9,-6.9,-0.3,hylanbo01
225,Joe Ingles,SF,36,ORL,44,765,11.1,.586,.686,.124,2.4,13.0,7.7,23.2,1.8,0.5,18.0,12.3,,0.8,0.9,1.7,.109,,-1.2,1.2,0.0,0.4,inglejo01
226,Brandon Ingram,SF,26,NOP,52,1739,18.1,.577,.241,.306,2.4,14.0,8.2,26.8,1.2,1.8,12.4,27.3,,2.2,1.9,4.2,.115,,1.5,-0.4,1.1,1.4,ingrabr01
227,Kyrie Irving,SG,31,DAL,35,1187,22.8,.602,.359,.190,2.4,14.5,8.4,25.8,1.8,1.2,7.0,28.8,,3.0,1.1,4.2,.168,,5.5,0.1,5.6,2.3,irvinky01
228,Jonathan Isaac,PF,26,ORL,40,590,17.8,.566,.353,.326,9.9,23.5,16.6,4.4,2.4,7.2,8.8,17.5,,0.6,1.3,1.9,.152,,0.0,2.1,2.1,0.6,isaacjo01
229,Jaden Ivey,SG,21,DET,52,1449,13.1,.553,.363,.327,5.0,9.8,7.3,19.3,1.2,1.7,15.1,24.3,,0.1,0.5,0.6,.021,,-1.0,-1.8,-2.8,-0.3,iveyja01
230,Andre Jackson Jr.,SG,22,MIL,46,498,8.9,.626,.460,.126,8.1,12.1,10.2,10.5,1.3,0.7,18.6,9.7,,0.6,0.4,1.0,.094,,-3.2,0.0,-3.2,-0.1,jacksan01
231,GG Jackson II,PF,19,MEM,24,471,15.3,.578,.512,.278,5.4,14.3,9.7,6.7,1.2,3.1,8.6,23.5,,0.2,0.5,0.7,.074,,0.4,-1.0,-0.6,0.2,jacksgg01
232,Isaiah Jackson,C,22,IND,45,613,20.6,.686,.021,.444,12.1,22.0,17.0,8.2,2.1,6.5,12.7,17.6,,1.6,0.8,2.4,.186,,-0.5,1.6,1.1,0.5,jacksis01
233,Jaren Jackson Jr.,C,24,MEM,52,1656,17.1,.560,.329,.352,3.8,15.1,9.3,12.3,1.6,4.4,10.6,30.3,,0.0,2.3,2.3,.066,,-0.2,0.4,0.3,0.9,jacksja02
234,Justin Jackson,SF,28,MIN,1,0,,,,,,,,,,,,,,0.0,0.0,0.0,,,-6.3,0.1,-6.2,0.0,jacksju01
235,Reggie Jackson,PG,33,DEN,58,1332,12.6,.539,.369,.122,2.0,7.8,4.9,23.7,1.2,0.6,11.8,21.3,,0.8,1.1,1.8,.066,,-1.2,-1.3,-2.6,-0.2,jacksre01
236,Trayce Jackson-Davis,PF,23,GSW,43,556,21.6,.681,.000,.431,14.1,19.7,16.9,10.8,1.1,5.8,11.9,17.7,,1.5,0.7,2.3,.196,,1.1,0.9,2.0,0.6,jackstr02
237,LeBron James,PF,39,LAL,51,1782,22.7,.613,.296,.301,2.9,19.1,11.4,35.8,1.7,1.5,13.6,29.1,,3.2,2.1,5.3,.143,,5.2,0.8,6.0,3.6,jamesle01
238,Jaime Jaquez Jr.,SF,22,MIA,50,1471,12.5,.572,.284,.244,4.8,10.4,7.5,13.2,1.8,0.7,12.9,19.3,,0.7,1.7,2.4,.078,,-2.5,0.0,-2.4,-0.2,jaqueja01
239,DaQuan Jeffries,SG,26,NYK,12,31,3.6,.396,.462,.154,0.0,18.1,9.0,9.2,0.0,0.0,6.7,20.5,,-0.1,0.0,0.0,-0.073,,-6.1,-2.2,-8.3,0.0,jeffrda01
240,Trey Jemison,C,24,TOT,9,141,10.3,.512,.000,.194,11.3,12.8,12.1,7.3,1.4,6.6,18.7,14.7,,-0.1,0.2,0.1,.049,,-7.0,0.4,-6.5,-0.2,jemistr01
240,Trey Jemison,C,24,WAS,2,1,-35.7,,,,0.0,100.0,53.1,0.0,0.0,0.0,100.0,41.8,,0.0,0.0,0.0,-1.192,,-30.4,-3.6,-34.0,0.0,jemistr01
240,Trey Jemison,C,24,MEM,7,140,10.6,.512,.000,.194,11.4,12.2,11.8,7.3,1.4,6.6,17.0,14.5,,0.0,0.2,0.2,.058,,-6.8,0.4,-6.4,-0.2,jemistr01
241,Ty Jerome,SG,26,CLE,2,15,7.6,.500,.250,.000,7.6,0.0,3.7,26.7,0.0,0.0,20.0,14.5,,0.0,0.0,0.0,.051,,-4.2,-0.6,-4.8,0.0,jeromty01
242,Isaiah Joe,SG,24,OKC,53,985,13.7,.642,.733,.118,2.4,11.2,7.0,8.2,1.7,1.3,8.4,16.7,,1.4,1.1,2.5,.122,,1.3,-0.1,1.3,0.8,joeis01
243,Cameron Johnson,PF,27,BRK,43,1199,14.4,.573,.558,.155,4.1,14.4,9.0,13.3,1.4,0.9,7.4,19.4,,1.4,0.9,2.3,.092,,1.0,-0.6,0.4,0.7,johnsca02
244,Jalen Johnson,SF,22,ATL,43,1470,16.0,.591,.278,.216,4.2,24.0,13.7,14.0,1.7,2.4,11.3,18.0,,1.8,1.2,3.0,.097,,0.2,0.8,0.9,1.1,johnsja05
245,James Johnson,PF,36,IND,5,24,11.6,.400,.200,.000,4.8,14.4,9.6,23.3,7.8,0.0,28.6,12.2,,0.0,0.0,0.0,.054,,-5.1,4.6,-0.5,0.0,johnsja01
246,Keldon Johnson,SF,24,SAS,54,1591,14.1,.555,.393,.260,4.8,15.6,10.1,15.0,1.3,1.0,9.6,22.4,,0.8,1.0,1.8,.054,,-0.7,-1.5,-2.2,-0.1,johnske04
247,Keon Johnson,SG,21,BRK,3,47,15.4,.615,.500,.500,4.4,4.8,4.6,8.7,3.1,1.9,13.3,20.5,,0.1,0.0,0.1,.113,,0.4,-0.3,0.2,0.0,johnske07
248,Keyontae Johnson,SF,23,OKC,8,64,-0.2,.321,.214,.000,5.5,10.0,7.8,7.2,0.0,0.0,22.2,12.2,,-0.2,0.0,-0.1,-0.087,,-8.4,-2.9,-11.3,-0.2,johnske08
249,Nikola Jokić,C,28,DEN,56,1896,31.7,.651,.170,.315,9.8,30.0,20.1,45.1,1.8,2.3,12.7,29.5,,8.7,3.3,12.0,.303,,9.7,4.5,14.2,7.8,jokicni01
250,Colby Jones,SG,21,SAC,17,121,6.4,.384,.283,.109,9.1,14.3,11.7,10.8,1.6,0.7,9.4,18.7,,-0.2,0.1,-0.1,-0.038,,-6.4,-1.3,-7.7,-0.2,jonesco02
251,Damian Jones,C,28,CLE,25,150,12.9,.624,.219,.344,6.8,17.4,12.2,10.4,1.0,5.9,19.6,13.3,,0.1,0.3,0.4,.128,,-3.2,2.8,-0.5,0.1,jonesda03
252,Derrick Jones Jr.,SF,26,DAL,52,1298,11.8,.597,.499,.253,5.0,10.9,7.9,5.3,1.5,2.5,10.6,14.8,,1.1,1.1,2.2,.080,,-1.2,-0.5,-1.6,0.1,jonesde02
253,Herbert Jones,SF,25,NOP,53,1547,14.0,.639,.447,.253,4.4,9.8,7.1,11.5,2.1,2.7,12.1,14.9,,2.4,2.0,4.4,.136,,-0.4,1.2,0.9,1.1,joneshe01
254,Tre Jones,PG,24,SAS,53,1387,14.6,.586,.303,.206,2.8,10.5,6.5,30.8,1.8,0.4,14.6,15.5,,2.1,0.7,2.8,.097,,-0.8,-0.5,-1.3,0.2,jonestr01
255,Tyus Jones,PG,27,WAS,57,1654,16.6,.583,.365,.061,1.1,9.1,5.0,33.4,1.8,0.8,8.2,16.6,,3.2,0.6,3.8,.110,,1.5,-0.7,0.8,1.2,jonesty01
256,DeAndre Jordan,C,35,DEN,29,327,16.0,.605,.000,.645,16.6,28.0,22.4,8.0,0.8,3.4,16.3,15.5,,0.4,0.5,0.9,.139,,-1.9,-0.4,-2.3,0.0,jordade01
257,Cory Joseph,PG,32,GSW,26,296,6.1,.470,.656,.109,2.2,8.7,5.5,17.4,0.7,0.9,15.2,11.2,,0.0,0.2,0.2,.030,,-4.0,-0.7,-4.7,-0.2,josepco01
258,Nikola Jović,PF,20,MIA,23,385,11.2,.556,.509,.218,4.9,23.2,13.9,16.3,0.9,2.0,15.4,16.4,,0.1,0.5,0.6,.080,,-2.2,1.4,-0.8,0.1,jovicni01
259,Johnny Juzang,SG,22,UTA,3,9,-14.7,.000,1.000,.000,0.0,0.0,0.0,12.6,0.0,0.0,0.0,18.4,,-0.1,0.0,-0.1,-0.389,,-18.8,-8.7,-27.5,-0.1,juzanjo01
260,Luke Kennard,SG,27,MEM,28,693,12.8,.631,.763,.138,1.4,11.8,6.4,18.1,0.9,0.1,11.2,16.7,,0.9,0.5,1.5,.101,,0.5,-0.6,-0.2,0.3,kennalu01
261,Walker Kessler,C,22,UTA,50,1159,18.2,.654,.067,.277,12.0,22.5,17.3,5.2,1.0,10.3,14.0,13.3,,1.7,1.6,3.3,.137,,-0.6,1.8,1.2,0.9,kesslwa01
262,Braxton Key,SF,26,DEN,17,55,13.0,.456,.250,.375,6.2,21.8,14.1,18.1,1.8,1.6,5.1,15.5,,0.0,0.1,0.1,.109,,-1.8,0.9,-0.8,0.0,keybr01
263,Corey Kispert,SF,24,WAS,55,1241,12.8,.616,.617,.198,1.4,10.4,5.8,10.2,0.9,0.5,10.0,20.3,,0.9,0.2,1.1,.041,,-0.2,-2.1,-2.3,-0.1,kispeco01
264,Maxi Kleber,C,32,DAL,21,461,8.9,.578,.576,.250,3.8,13.4,8.6,10.0,0.8,2.8,15.7,11.2,,0.2,0.4,0.6,.063,,-2.3,0.3,-2.0,0.0,klebima01
265,Kevin Knox,SF,24,DET,31,560,9.8,.570,.505,.118,3.5,11.7,7.5,5.7,1.1,1.0,10.1,16.4,,0.2,0.2,0.3,.028,,-2.8,-1.9,-4.7,-0.4,knoxke01
266,John Konchar,SF,27,MEM,45,876,11.7,.527,.562,.099,6.4,18.2,12.1,12.7,2.1,4.4,14.6,9.7,,0.4,1.4,1.8,.099,,-2.5,2.4,-0.1,0.4,konchjo01
267,Furkan Korkmaz,SG,26,PHI,35,300,9.1,.519,.526,.263,1.5,9.6,5.5,10.7,2.3,0.9,10.5,13.5,,0.0,0.3,0.3,.054,,-3.2,0.4,-2.7,-0.1,korkmfu01
268,Luke Kornet,C,28,BOS,41,605,19.2,.729,.000,.262,14.3,14.1,14.2,7.9,1.3,5.8,10.8,11.3,,1.9,1.0,3.0,.236,,1.2,2.1,3.3,0.8,kornelu01
269,Vit Krejci,PG,23,ATL,1,2,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,-0.022,,-8.1,-2.9,-11.0,0.0,krejcvi01
270,Jonathan Kuminga,PF,21,GSW,55,1408,16.4,.597,.214,.379,5.4,14.4,10.0,11.8,1.3,1.6,11.2,23.6,,1.8,1.3,3.0,.104,,-0.1,-0.5,-0.7,0.5,kuminjo01
271,Kyle Kuzma,PF,28,WAS,55,1746,15.5,.541,.362,.167,3.3,18.6,10.7,20.6,0.7,1.7,11.5,30.2,,-1.0,0.8,-0.2,-0.005,,0.4,-1.9,-1.5,0.2,kuzmaky01
272,Jock Landale,C,28,HOU,31,282,10.8,.445,.257,.243,14.4,11.4,12.9,9.8,1.4,3.6,13.4,13.5,,0.0,0.4,0.4,.072,,-3.3,0.1,-3.3,-0.1,landajo01
273,Jake LaRavia,PF,22,MEM,12,139,4.7,.404,.529,.098,7.6,8.2,7.9,8.4,1.0,0.7,8.6,18.1,,-0.2,0.1,-0.1,-0.040,,-7.1,-1.4,-8.5,-0.2,laravja01
274,Zach LaVine,SG,28,CHI,25,872,15.1,.578,.449,.274,1.0,15.9,8.3,17.0,1.2,0.9,11.0,23.8,,0.7,0.8,1.5,.082,,0.7,-0.6,0.1,0.5,lavinza01
275,A.J. Lawson,SG,23,DAL,27,230,12.2,.558,.476,.226,5.2,10.1,7.6,7.8,1.9,1.1,9.8,19.0,,0.1,0.2,0.3,.060,,-2.2,-1.2,-3.4,-0.1,lawsoaj01
276,Saben Lee,PG,24,PHO,15,116,17.4,.546,.294,.912,6.3,15.7,11.3,20.4,2.9,2.3,12.8,20.3,,0.2,0.2,0.3,.136,,-0.5,1.6,1.0,0.1,leesa01
277,Alex Len,C,30,SAC,23,197,15.5,.599,.073,.366,15.7,24.0,19.8,14.3,1.5,5.0,22.7,13.3,,0.3,0.3,0.5,.128,,-2.3,1.6,-0.7,0.1,lenal01
278,Kawhi Leonard,SF,32,LAC,51,1750,23.5,.634,.297,.245,4.0,15.9,10.2,17.0,2.5,2.2,8.5,26.1,,4.8,2.4,7.2,.196,,5.0,1.0,6.1,3.6,leonaka01
279,Caris LeVert,SG,29,CLE,46,1261,14.4,.520,.405,.239,2.3,12.7,7.6,23.3,1.6,1.4,9.7,23.9,,0.7,1.8,2.5,.095,,-0.6,0.5,-0.1,0.6,leverca01
280,Kira Lewis Jr.,PG,22,TOT,19,153,6.6,.391,.389,.204,3.6,7.2,5.4,17.7,1.9,0.6,12.0,18.7,,-0.2,0.1,-0.1,-0.026,,-6.0,-0.7,-6.7,-0.2,lewiski01
280,Kira Lewis Jr.,PG,22,NOP,15,144,5.7,.387,.385,.212,3.1,7.7,5.4,16.0,1.7,0.7,12.3,19.3,,-0.3,0.1,-0.1,-0.044,,-6.4,-1.0,-7.4,-0.2,lewiski01
280,Kira Lewis Jr.,PG,22,TOR,1,2,-7.3,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,-0.003,,-22.1,0.0,-22.1,0.0,lewiski01
280,Kira Lewis Jr.,PG,22,UTA,3,7,29.0,.500,.500,.000,15.8,0.0,7.8,57.9,6.8,0.0,0.0,11.8,,0.0,0.0,0.0,.323,,7.0,5.3,12.3,0.0,lewiski01
281,Maxwell Lewis,SF,21,LAL,20,70,-1.7,.292,.250,.000,1.7,3.0,2.4,5.0,1.4,0.0,29.4,10.5,,-0.2,0.0,-0.2,-0.128,,-9.0,-2.4,-11.3,-0.2,lewisma05
282,E.J. Liddell,PF,23,NOP,8,23,4.2,.291,.833,.333,0.0,24.0,12.0,5.1,4.2,8.5,22.5,16.6,,-0.1,0.1,0.0,-0.088,,-8.7,4.0,-4.6,0.0,liddeej01
283,Damian Lillard,PG,33,MIL,53,1856,19.8,.592,.486,.427,1.8,11.3,6.7,27.8,1.5,0.5,11.1,28.4,,4.3,1.4,5.7,.146,,3.3,-1.3,2.0,1.9,lillada01
284,Nassir Little,SF,23,PHO,34,426,9.8,.579,.561,.187,4.0,14.4,9.5,5.8,1.1,2.1,10.1,13.1,,0.3,0.4,0.7,.076,,-2.5,-0.4,-2.9,-0.1,littlna01
285,Dereck Lively II,C,19,DAL,39,983,17.4,.721,.009,.290,12.1,20.9,16.5,6.8,1.3,5.0,14.8,12.3,,2.2,1.3,3.5,.172,,-0.7,0.5,-0.2,0.5,livelde01
286,Isaiah Livers,PF,25,DET,23,469,5.1,.460,.664,.155,3.5,8.1,5.7,6.7,1.3,0.9,11.4,12.6,,-0.3,0.1,-0.2,-0.020,,-5.0,-1.5,-6.6,-0.5,liveris01
287,Chris Livingston,SF,20,MIL,15,62,8.6,.571,.071,.143,3.6,20.5,12.3,8.1,1.5,0.0,16.8,12.3,,0.0,0.1,0.1,.055,,-4.9,-0.7,-5.6,-0.1,livinch01
288,Kenneth Lofton Jr.,PF,21,TOT,17,108,6.0,.413,.279,.349,2.0,16.8,9.2,19.5,1.4,2.6,13.9,23.0,,-0.3,0.1,-0.2,-0.070,,-6.9,0.1,-6.8,-0.1,loftoke01
288,Kenneth Lofton Jr.,PF,21,MEM,15,99,8.3,.447,.270,.405,2.1,15.0,8.3,21.3,1.5,2.8,12.1,21.6,,-0.1,0.1,0.0,-0.013,,-5.4,0.9,-4.5,-0.1,loftoke01
288,Kenneth Lofton Jr.,PF,21,PHI,2,9,-19.7,.167,.333,.000,0.0,37.0,18.4,0.0,0.0,0.0,25.0,37.9,,-0.1,0.0,-0.1,-0.698,,-23.3,-9.3,-32.6,-0.1,loftoke01
289,Kevon Looney,C,27,GSW,56,986,15.1,.627,.005,.337,13.6,24.4,19.1,15.2,1.1,1.7,16.3,10.7,,2.1,1.2,3.3,.161,,-0.5,1.3,0.8,0.7,looneke01
290,Brook Lopez,C,35,MIL,55,1734,15.1,.598,.517,.166,5.5,13.4,9.6,6.9,0.9,7.2,8.1,16.1,,2.1,2.1,4.2,.117,,0.1,1.0,1.1,1.4,lopezbr01
291,Robin Lopez,C,35,MIL,16,65,6.5,.453,.421,.105,5.2,3.3,4.2,7.7,0.7,3.8,9.1,14.4,,0.0,0.0,0.0,.006,,-4.7,-1.4,-6.0,-0.1,lopezro01
292,Kevin Love,PF,35,MIA,45,793,18.1,.597,.703,.338,6.7,33.9,20.1,19.3,1.0,1.0,9.5,20.5,,1.6,1.3,2.9,.173,,2.7,1.1,3.8,1.2,loveke01
293,Kyle Lowry,PG,37,TOT,39,1083,10.9,.588,.657,.167,2.8,11.4,7.0,19.7,1.9,1.3,17.5,13.3,,0.8,1.4,2.1,.095,,-2.1,1.2,-0.9,0.3,lowryky01
293,Kyle Lowry,PG,37,MIA,37,1037,10.8,.582,.665,.174,2.7,11.5,7.0,19.5,1.9,1.4,16.9,13.4,,0.7,1.3,2.0,.094,,-2.1,1.2,-0.9,0.3,lowryky01
293,Kyle Lowry,PG,37,PHI,2,46,12.8,.778,.444,.000,4.8,9.7,7.2,23.3,2.1,0.0,30.8,12.1,,0.1,0.0,0.1,.112,,-1.6,1.0,-0.6,0.0,lowryky01
294,Seth Lundy,SF,23,ATL,9,52,0.1,.373,.765,.235,2.0,12.9,7.2,0.0,0.0,0.0,5.1,15.6,,-0.1,0.0,-0.1,-0.093,,-7.8,-5.1,-12.9,-0.1,lundyse01
295,Trey Lyles,PF,28,SAC,41,807,12.2,.615,.728,.228,5.3,20.6,12.8,7.4,0.8,1.2,9.5,14.4,,1.0,0.7,1.6,.098,,-0.1,-0.8,-0.9,0.2,lylestr01
296,Théo Maledon,PG,22,TOT,16,212,3.3,.390,.435,.217,2.0,10.9,6.3,17.7,1.6,0.0,19.2,19.2,,-0.6,0.1,-0.5,-0.113,,-8.4,-2.0,-10.4,-0.5,maledth01
296,Théo Maledon,PG,22,CHO,13,200,3.9,.379,.455,.182,2.1,11.1,6.4,18.7,1.7,0.0,17.4,18.8,,-0.5,0.1,-0.4,-0.105,,-7.9,-1.8,-9.7,-0.4,maledth01
296,Théo Maledon,PG,22,PHO,3,12,-5.5,.579,.000,1.000,0.0,9.0,4.7,0.0,0.0,0.0,41.0,26.3,,-0.1,0.0,-0.1,-0.240,,-16.7,-5.3,-22.0,-0.1,maledth01
297,Sandro Mamukelashvili,C,24,SAS,32,212,14.7,.522,.479,.239,9.5,19.2,14.3,18.2,1.3,3.2,9.3,17.1,,0.2,0.2,0.4,.092,,-1.1,0.0,-1.1,0.0,mamuksa01
298,Terance Mann,SG,27,LAC,50,1270,10.5,.567,.452,.173,6.0,9.2,7.7,9.6,1.0,0.8,8.7,13.1,,1.5,0.9,2.3,.088,,-1.3,-0.7,-2.0,0.0,mannte01
299,Tre Mann,PG,22,TOT,19,296,14.1,.573,.434,.111,3.0,18.6,10.7,23.8,2.1,0.0,16.1,18.2,,0.2,0.3,0.5,.084,,-1.3,1.4,0.1,0.2,manntr01
299,Tre Mann,PG,22,OKC,13,119,14.1,.606,.475,.025,3.9,17.9,11.3,22.1,1.2,0.0,18.2,18.0,,0.1,0.1,0.3,.101,,0.4,-0.3,0.1,0.1,manntr01
