Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP,Player-additional
505,Jarace Walker,PF,20,IND,18,176,12.8,.536,.485,.106,5.2,13.7,9.5,13.9,2.4,2.7,12.6,18.8,,0.0,0.2,0.2,.055,,-0.6,0.1,-0.5,0.1,walkeja02
506,Lonnie Walker IV,SG,25,BRK,36,649,16.1,.598,.545,.144,1.4,11.4,6.2,13.4,1.9,1.4,9.8,24.8,,0.5,0.5,1.0,.074,,1.7,-0.6,1.1,0.5,walkelo01
507,Cason Wallace,SG,20,OKC,57,1180,11.8,.637,.552,.088,3.6,8.3,6.1,8.2,1.7,1.9,7.8,12.3,,1.7,1.3,3.0,.120,,-0.6,0.5,-0.1,0.6,wallaca01
508,Jordan Walsh,SF,19,BOS,4,33,3.9,.200,.600,.000,6.8,27.7,17.8,7.0,3.0,2.7,28.6,9.2,,-0.1,0.1,0.0,-0.002,,-9.3,3.6,-5.7,0.0,walshjo01
509,P.J. Washington,PF,25,TOT,49,1435,12.0,.536,.480,.185,4.3,16.4,10.1,10.9,1.4,2.2,11.3,20.4,,-0.3,1.0,0.7,.022,,-2.3,-1.0,-3.3,-0.5,washipj01
509,P.J. Washington,PF,25,CHO,44,1286,12.8,.545,.479,.185,4.4,16.2,10.1,11.3,1.4,2.3,10.7,20.9,,0.0,0.8,0.9,.032,,-1.8,-1.1,-2.8,-0.3,washipj01
509,P.J. Washington,PF,25,DAL,5,149,4.4,.430,.488,.186,2.9,17.7,10.3,6.8,1.3,1.2,17.7,16.2,,-0.3,0.1,-0.2,-0.061,,-6.8,-0.4,-7.2,-0.2,washipj01
510,TyTy Washington Jr.,PG,22,MIL,5,21,-3.1,.214,.429,.000,0.0,5.0,2.6,5.5,4.5,0.0,22.2,18.3,,-0.1,0.0,-0.1,-0.241,,-12.4,-0.7,-13.1,-0.1,washity02
511,Yuta Watanabe,SF,29,TOT,31,418,5.3,.489,.748,.135,3.2,9.6,6.5,3.7,1.3,1.5,12.6,13.9,,-0.4,0.3,0.0,-0.003,,-4.8,-1.2,-6.0,-0.4,watanyu01
511,Yuta Watanabe,SF,29,PHO,29,382,5.4,.502,.773,.155,3.5,9.6,6.7,3.3,1.1,1.6,13.4,13.5,,-0.3,0.3,0.0,.002,,-4.7,-1.4,-6.1,-0.4,watanyu01
511,Yuta Watanabe,SF,29,MEM,2,36,5.2,.393,.571,.000,0.0,9.5,4.6,8.3,2.7,0.0,6.7,18.0,,-0.1,0.0,0.0,-0.061,,-6.3,0.9,-5.4,0.0,watanyu01
512,Lindy Waters III,SG,26,OKC,24,170,10.9,.644,.923,.000,0.7,13.8,7.6,8.9,0.3,2.2,7.1,14.3,,0.2,0.2,0.4,.108,,-0.2,-0.9,-1.1,0.0,waterli01
513,Trendon Watford,PF,23,BRK,39,463,17.4,.624,.204,.246,7.2,16.9,11.9,17.9,1.6,1.7,12.3,19.5,,0.9,0.4,1.3,.138,,0.2,0.7,0.8,0.3,watfotr01
514,Peyton Watson,SF,21,DEN,56,1021,12.1,.563,.377,.256,4.1,13.5,8.9,7.3,1.5,4.4,10.9,16.3,,0.4,1.4,1.8,.083,,-2.3,0.6,-1.8,0.1,watsope01
515,Victor Wembanyama,C,20,SAS,52,1481,22.6,.563,.306,.297,8.1,30.7,19.2,19.1,2.1,9.8,15.7,32.0,,-0.8,2.8,2.1,.067,,1.2,2.5,3.8,2.2,wembavi01
516,Blake Wesley,SG,20,SAS,37,488,10.5,.542,.235,.353,2.4,7.7,5.0,26.8,1.8,0.7,17.4,14.3,,0.3,0.3,0.5,.050,,-4.3,-0.4,-4.8,-0.3,weslebl01
517,Russell Westbrook,PG,35,LAC,56,1285,16.0,.511,.244,.232,7.2,18.1,12.9,28.2,2.4,1.5,16.0,24.8,,0.1,1.7,1.9,.070,,-0.2,0.7,0.5,0.8,westbru01
518,Coby White,PG,23,CHI,57,2068,15.2,.586,.477,.219,1.6,13.2,7.3,21.5,1.0,0.6,11.6,22.8,,2.5,1.5,4.0,.093,,1.2,-1.0,0.2,1.1,whiteco01
519,Derrick White,SG,29,BOS,53,1711,16.9,.620,.578,.200,2.2,10.2,6.4,20.2,1.6,3.2,11.2,19.2,,3.6,2.4,6.0,.168,,2.3,1.4,3.7,2.5,whitede01
520,Cam Whitmore,SF,19,HOU,31,538,17.4,.587,.483,.259,4.0,18.3,11.1,4.3,1.7,1.5,8.3,27.5,,0.3,0.8,1.0,.093,,1.3,-0.5,0.8,0.4,whitmca01
521,Aaron Wiggins,SG,25,OKC,54,775,15.0,.693,.379,.179,5.8,12.1,9.1,8.3,1.7,0.8,12.0,15.4,,1.5,0.9,2.4,.147,,0.5,-0.2,0.4,0.5,wiggiaa01
522,Andrew Wiggins,SF,28,GSW,51,1388,11.9,.539,.307,.234,6.2,10.8,8.5,8.9,1.0,1.7,9.5,20.1,,0.7,1.0,1.7,.058,,-1.8,-1.2,-3.0,-0.4,wiggian01
523,Lindell Wigginton,PG,25,MIL,3,8,5.6,.510,.400,.400,0.0,0.0,0.0,0.0,0.0,0.0,14.5,36.7,,0.0,0.0,0.0,-0.155,,-14.6,-9.2,-23.8,0.0,wiggili01
524,Alondes Williams,SG,24,MIA,1,6,-12.7,.000,1.000,.000,0.0,19.1,9.4,0.0,0.0,0.0,50.0,14.7,,-0.1,0.0,0.0,-0.374,,-17.2,-4.1,-21.4,0.0,willial06
525,Brandon Williams,PG,24,DAL,12,59,11.7,.447,.273,.500,5.5,7.5,6.5,26.8,0.8,1.5,10.1,21.6,,0.0,0.0,0.0,.025,,-1.1,-2.1,-3.3,0.0,willibr03
526,Grant Williams,PF,25,TOT,53,1410,9.0,.571,.646,.194,4.0,11.3,7.6,8.4,0.9,1.8,13.0,14.4,,0.5,0.9,1.5,.050,,-2.4,-0.7,-3.0,-0.4,willigr01
526,Grant Williams,PF,25,DAL,47,1242,8.3,.560,.662,.174,4.0,10.9,7.5,8.3,0.9,1.9,13.4,13.5,,0.4,0.9,1.2,.047,,-2.6,-0.7,-3.3,-0.4,willigr01
526,Grant Williams,PF,25,CHO,6,168,14.5,.622,.563,.297,3.8,14.6,9.0,9.0,0.9,1.1,11.1,21.1,,0.2,0.1,0.3,.072,,-0.5,-0.3,-0.8,0.1,willigr01
527,Jalen Williams,PF,22,OKC,51,1630,18.4,.625,.243,.236,1.9,11.7,7.0,21.0,1.5,1.5,10.1,23.0,,3.4,1.9,5.2,.154,,1.8,0.0,1.8,1.6,willija06
528,Jaylin Williams,C,21,OKC,48,597,11.9,.533,.643,.172,5.1,23.2,14.6,13.2,1.5,2.6,10.1,13.7,,0.5,1.0,1.5,.120,,-1.1,1.6,0.5,0.4,willija07
529,Jeenathan Williams,SG,24,HOU,11,76,12.0,.499,.100,.233,11.3,2.8,7.0,11.8,1.3,0.0,5.7,19.7,,0.1,0.1,0.1,.073,,-2.6,-1.1,-3.7,0.0,willije02
530,Kenrich Williams,PF,29,OKC,46,676,11.3,.570,.534,.056,5.9,14.8,10.6,10.3,1.8,0.8,8.5,12.8,,0.7,0.9,1.6,.113,,-1.2,0.4,-0.8,0.2,willike04
531,Mark Williams,C,22,CHO,19,508,22.3,.675,.000,.424,16.0,24.8,20.2,6.7,1.5,3.6,8.7,16.8,,1.6,0.5,2.1,.196,,1.4,-0.8,0.7,0.3,willima07
532,Patrick Williams,PF,22,CHI,43,1174,11.0,.553,.412,.184,4.3,11.7,7.9,7.8,1.7,2.9,12.8,16.6,,0.1,1.2,1.3,.052,,-2.3,0.0,-2.3,-0.1,willipa01
533,Robert Williams,C,26,POR,6,119,17.2,.684,.000,.346,9.8,27.3,18.0,6.3,2.9,5.3,18.9,13.2,,0.1,0.2,0.4,.142,,-2.4,2.8,0.5,0.1,williro04
534,Vince Williams Jr.,SG,23,MEM,45,1207,13.1,.606,.590,.348,4.7,18.9,11.6,16.3,1.6,2.0,15.6,15.1,,1.2,1.6,2.8,.109,,-1.6,1.2,-0.4,0.5,willivi01
535,Ziaire Williams,SF,22,MEM,47,917,9.8,.519,.506,.205,3.7,15.8,9.5,11.8,1.8,0.9,13.9,20.0,,-0.7,1.1,0.3,.017,,-3.9,-0.2,-4.0,-0.5,willizi02
536,Zion Williamson,PF,23,NOP,47,1447,22.8,.615,.015,.439,6.4,13.7,10.0,27.4,1.5,1.6,12.1,29.0,,3.4,1.7,5.1,.169,,3.6,0.3,3.9,2.2,willizi01
537,Jalen Wilson,PF,23,BRK,18,238,15.0,.640,.355,.306,8.3,10.8,9.5,12.1,1.0,0.4,5.4,13.4,,0.6,0.1,0.8,.154,,1.1,-1.0,0.1,0.1,wilsoja03
538,Dylan Windler,SF,27,TOT,11,35,15.7,.682,.909,.000,0.0,12.3,6.3,26.7,0.0,0.0,0.0,13.5,,0.1,0.0,0.1,.199,,3.6,0.3,3.9,0.1,windldy01
538,Dylan Windler,SF,27,NYK,3,7,15.4,.750,1.000,.000,0.0,16.0,8.0,19.8,0.0,0.0,0.0,12.2,,0.0,0.0,0.0,.236,,3.6,3.8,7.5,0.0,windldy01
538,Dylan Windler,SF,27,LAL,8,28,15.8,.667,.889,.000,0.0,11.4,5.9,28.4,0.0,0.0,0.0,13.9,,0.1,0.0,0.1,.190,,3.6,-0.6,3.1,0.0,windldy01
539,James Wiseman,C,22,DET,37,528,15.4,.670,.014,.350,11.4,20.5,15.8,7.1,0.5,3.8,15.8,15.6,,0.8,0.3,1.1,.100,,-2.2,-1.0,-3.2,-0.2,wisemja01
540,Christian Wood,PF,28,LAL,50,872,12.3,.568,.432,.356,5.2,26.2,16.1,7.4,0.9,3.3,14.1,17.6,,0.0,1.1,1.1,.062,,-2.8,-0.2,-3.0,-0.2,woodch01
541,Delon Wright,PG,31,WAS,33,456,14.0,.497,.311,.238,2.9,11.0,6.9,22.7,3.6,1.4,7.5,13.4,,0.4,0.4,0.8,.087,,-1.9,2.3,0.3,0.3,wrighde01
542,Thaddeus Young,PF,35,TOT,24,369,15.7,.609,.067,.133,10.5,14.6,12.4,18.5,2.5,0.7,11.2,12.4,,0.7,0.4,1.1,.143,,-0.6,0.7,0.1,0.2,youngth01
542,Thaddeus Young,PF,35,TOR,23,350,16.0,.618,.069,.138,9.0,14.8,11.8,19.5,2.5,0.7,10.7,12.6,,0.7,0.3,1.1,.146,,-0.3,0.9,0.6,0.2,youngth01
542,Thaddeus Young,PF,35,PHO,1,19,9.8,.333,.000,.000,38.2,11.3,23.9,0.0,2.6,0.0,25.0,9.1,,0.0,0.0,0.0,.093,,-5.5,-3.6,-9.1,0.0,youngth01
543,Trae Young,PG,25,ATL,51,1862,20.0,.581,.464,.403,1.2,7.1,4.0,43.9,1.8,0.5,16.0,30.3,,3.8,0.4,4.2,.109,,4.8,-2.4,2.4,2.1,youngtr01
544,Omer Yurtseven,C,25,UTA,31,274,11.2,.518,.190,.155,14.9,28.8,21.9,6.5,0.7,3.5,21.1,17.2,,-0.2,0.3,0.1,.017,,-4.3,-1.0,-5.3,-0.2,yurtsom01
545,Cody Zeller,C,31,NOP,37,291,12.0,.476,.056,.648,14.9,22.0,18.5,14.7,1.3,1.3,15.8,12.2,,0.3,0.4,0.7,.115,,-3.0,0.4,-2.6,0.0,zelleco01
546,Ivica Zubac,C,26,LAC,46,1229,19.1,.668,.000,.334,13.4,26.2,20.0,7.0,0.4,4.2,11.6,16.5,,3.0,1.6,4.6,.181,,0.6,-0.1,0.5,0.8,zubaciv01
